,Text,labels
5510,Has anyone stopped to think how this is affecting the young people that are blended with both cultures..I have and I cant imagine how they must be feeling not knowing which side to embrace over this..,Non_hope_speech
5511,@A Dog Don't mind this person,Non_hope_speech
5512,Dia video just touch my heart,Non_hope_speech
5513,Maybe saying all lives matter will be that their abortion argument becomes invalid too,Non_hope_speech
5514,@Ted Yeo im shook,Non_hope_speech
5515,@Not Sure Ha ha! You're right,Non_hope_speech
5516,This is 5 years ago. Still the same trick.,Non_hope_speech
5517,@Marcellus1991 I don't care I'm Irish I'm home you's should go back to your native lands.,Non_hope_speech
5518,ur mom is a cat “white people are not the ones that are oppressed and getting killed by police for no reason” you ever heard of daniel shaver...??? You just sound like a dumbass liberal running your mouth when you should put a sock in it,Non_hope_speech
5519,Yeees. This is Great!,Non_hope_speech
5520,There has never been a question of all lives matter. The fundamental issue is black lives matter the same. This country has never questioned the value of white lives. It has historically undermined the lives of black and brown lives. The movement is questioning systematic racism and trying to bring the country to a balance state by addressing black lives and making our lives matter as well. There is not a black person that doesn't understand all lives matter,Non_hope_speech
5521,And the many white lives but no one remembers. Many more,Non_hope_speech
5522,All life MATTER!!! White,Hope_speech
5523,For Jesus Christ ALM - All Lives Matter. He died and resurrected for remissions of everybody's pre-existing sins to save from eternal hell. Accept HIM. Be saved from eternal hell. For free.,Hope_speech
5524,If you people don’t get you’re not trying to or you’re just racist probably both.,Non_hope_speech
5525,@Young Hegelian I apologize for jumping the gun,Non_hope_speech
5526,I want his Nosferatu T-shirt,Non_hope_speech
5527,@blake wagner Technically if all racists were killed,Non_hope_speech
5528,Love Sheriff Clarke,Non_hope_speech
5529,I can disagree about someone behavior and this doesn't makes me homophobic,Non_hope_speech
5530,All lives matter is inclusive.  Blue lives matter is inclusive.  Black lives matter is exclusive of all others,Non_hope_speech
5531,Bless you. When people can be judged by their character  and not their skin color we  all win.,Non_hope_speech
5532,Martin Luther King was a rapist,Non_hope_speech
5533,Someone tell me when,Non_hope_speech
5534,Imagine being racist against BLM when your trying to fight equality for asians,Non_hope_speech
5535,Can I bring a wheel barrow?,Non_hope_speech
5536,Black lives matter. Black and white people are rightfully protesting. But ALL lives matter. Including white ones,Non_hope_speech
5537,Don't give your imaginary friend in the sky credit for her hard work. She is working to change the world,Hope_speech
5538,It's her face to do whatever she wants. Listen to the message in this interview and stop being hateful.,Non_hope_speech
5539,@LG yes. She is a broken-winged bird,Non_hope_speech
5540,boooing when he said “...white lives matter.”???nsounds like a room full of racists to me,Non_hope_speech
5541,Because the movement is about police brutality against black people. The issue at hand that sparked this movement was the fact that black people are being mistreated in the United States.,Non_hope_speech
5542,The TERRORIST organisation Black Lives Matter is a far-left,Non_hope_speech
5543,She still comes off entitled,Non_hope_speech
5544,Karen would you like to speak to the manager? Oh btw,Non_hope_speech
5545,“god gave us a choice,Non_hope_speech
5546,It's not a book it's the holy bible,Non_hope_speech
5547,@lol owo im homophobic...ok bye,Non_hope_speech
5548,Whoring for votes!! Yeah,Non_hope_speech
5549,Just about every channel does.  They have filters set for keywords that delete shortly after posting.,Non_hope_speech
5550,my gaydar was going off on the boy who was against it. weird.,Non_hope_speech
5551,Thank you Sheriff for your service. You are always a class act.,Non_hope_speech
5552,SDC is an absolute unit.,Non_hope_speech
5553,Its good to see some democrats admitting that Black lives do matter! All these years they have been spinning this hurting Americans. I'm just saying it's good to see them admitting it! THATS THE WAY I LOOK AT IT!,Non_hope_speech
5554,I'm a woman and I dream of being an engineer,Hope_speech
5555,Hydross 77 are you agreeing that blm matters before alm? or...,Non_hope_speech
5556,Johnny Sauve Bruh not to blow your mind but me and my lady friends all work in a warehouse. The forklifts and OSHA death waivers kind. Our productivity records are held by old ladies that have been there since the 80s. Also,Non_hope_speech
5557,LMFAO if that helps you sleep,Non_hope_speech
5558,What’s the point then? If everyone agrees that all lives matter,Non_hope_speech
5559,the little guy asking for tips on how to be a good ally to his friend 🥺,Non_hope_speech
5560,WHERE were these Btchs Fervour during Windrush.....,Non_hope_speech
5561,2020 is the moment that ppl won’t ever forget,Non_hope_speech
5562,@Nomi Sunrider racist bullshit! !!!that's what it is! Disgraceful!,Non_hope_speech
5563,The number one item touted on the BLM website is make a donation....if that doesn't set off alarms,Non_hope_speech
5564,@TOJO J Why call someone pigs?,Non_hope_speech
5565,the bible is a book written by men,Non_hope_speech
5566,@Dangus Do you not for once not think police fear for their lives around Black people who statistically have the highest crime rates? Killing others and not only their race? Why do you think they are so trigger-happy? Sorry,Non_hope_speech
5567,Tapiokapuddin Okay. I understand. I’m not going to try to argue or defend because honestly my belief on the matter is something that I’ve always felt insecure about and I don’t want to upset anyone. Have a nice night/day/evening/whatever your timezone is,Non_hope_speech
5568,I thought this was recent lol seems like nothing has changed,Non_hope_speech
5569,Its her money,Non_hope_speech
5570,@you are totally right,Non_hope_speech
5571,Natharie Ihansa This a place that nobody cares about no matter where you from,Non_hope_speech
5572,She is a living LEGEND,Non_hope_speech
5573,I’m so sorry...,Non_hope_speech
5574,I'm  in love..... with  loving and i wouldn't change him,Hope_speech
5575,Police fear those who would dehumanize and kill them in cold blood because of some deep seated sense of entitlement,Non_hope_speech
5576,@Marco Arreola I never said the people are racist. Just check my posts again. I said the BLM slogan is racist. You twisted my words - I assume this was not intentional. Take care.,Non_hope_speech
5577,@Somewhere Rainbows I dont know Annie,Non_hope_speech
5578,Removing a statue is hardly ‘acting like an animal’ is it? It’s an act of protest. And is it only one race causing trouble? Seems to be a mix of all different kinds of people (the vast majority protesting peacefully),Non_hope_speech
5579,Love your neighbor as you would love your self that's in the Bible right?,Hope_speech
5580,Because it doesn't fit the agenda,Non_hope_speech
5581,@Franciscuscus north indian ancestors were from the caucasus. Priti patel jyst wants to be white,Non_hope_speech
5582,This guy is smart great sheriff by far...... world listen up.....,Non_hope_speech
5583,She is a sell out to the beast system. Money fame all came as she sold her soul. She has been a big supporter and promoter of sinister life style. This is how you stay on the top,Non_hope_speech
5584,kid these days lmao,Non_hope_speech
5585,@openworld poland because they are human.,Non_hope_speech
5586,The carona virus never worked as well as they hoped,Non_hope_speech
5587,Way to go Debbie!  Your courage and determination are appreciated and so timely.,Hope_speech
5588,I guess your life does not matter so people can go out and use you for target practice cuz you don't matter at all you mean nothing,Non_hope_speech
5589,The two nations that made the first step of abolishing slavery on a global scale are the ones tearing themselves apart over 'raaaaacism'. The irony is lost on these morons.,Non_hope_speech
5590,I heard a 77 year old black police officer died because of BLM.,Non_hope_speech
5591,Typical Juan... kowtowing Juan...only BLM Juan...nMuch respect to Larry Elder!!! Juan vs Larry is an easy win for Larry Elder...period.,Non_hope_speech
5592,Who in politics isn't whoring for votes?!?! Cmon the bias on Faux news is crazy. Dems are whores and GOP are whores.nnNothing is wrong with saying,Non_hope_speech
5593,“God gave us a choice and my choice is to love” WOW this kid gets it,Hope_speech
5594,Thank you Donald Trump best president ever. Keep giving those demonrats hell,Non_hope_speech
5595,Watching this before I study cause I'm feeling to lazy to do so.,Hope_speech
5596,The most important thing in the bible is to love,Hope_speech
5597,We are all of the same race ... the human race ......,Hope_speech
5598,Hes so ugly,Non_hope_speech
5599,look at them all trying to smash and jump on it ... not one big of damage done lol weak team,Non_hope_speech
5600,The one girl who didn't agree with the gays,Non_hope_speech
5601,Alex Knight So only women face these problems? Most of the times it's ​other female co-workers who criticize or talk shit about each other basement dweller. Join the workforce and see it for yourself.,Non_hope_speech
5602,Police lives matter as well,Non_hope_speech
5603,it is easier to take it out on a statue. They are anarchists and vandalism. they don't give a sh*t on right,Non_hope_speech
5604,She is GOD!,Non_hope_speech
5605,@Mark Tunstall I agree. The question for me though is whether BLM is directly causing violence or not,Non_hope_speech
5606,cisco It is one hundred percent identity politics. Nobody would have given a crap if the cop was black and the victim was white.,Non_hope_speech
5607,@Sling Blade I don't have to know you personally to care about your well being.,Non_hope_speech
5608,Agartha lartey what?,Non_hope_speech
5609,thats like saying a famous artist thats kills someone shoudnt go to jail because they do good shows.......... they dont just kill. what kind of bullshit logic is that?,Non_hope_speech
5610,One with ability has the liability and thus gets the political privileges,Non_hope_speech
5611,Through all the years her music got me through some tough sh*t ....I will always be grateful  🧡,Hope_speech
5612,Never give up never think you are less because of a choice you make you are you and that will always be the same.,Hope_speech
5613,So it's an insult to say,Non_hope_speech
5614,That's bulllllshit that that girl doesn't agree with it. She literally IS. You can't tell me otherwise pfffttt,Non_hope_speech
5615,BigDaddyEddy a small minority of white people are racist,Non_hope_speech
5616,peter gunn yeah if you wanna come I am always ready to take you around,Non_hope_speech
5617,If your a black man supporting black lives matter do you honestly believe your life is less then a white man?,Non_hope_speech
5618,@Eugene Birukov no problem that's ok.  I believe they are not racist.  Have you seen people of all cultures protesting with them? Tons of white people.   Nice meeting you,Non_hope_speech
5619,Sam Abesh Women are underrepresented in STEM fields for a different reason than men in other fields. Historically,Non_hope_speech
5620,The mob will be digging Colston up soon and parading him around Bristol. Or going after his descendants.,Non_hope_speech
5621,@KG2018 Madonna is a dragman steups yall needs to wake up,Non_hope_speech
5622,Wild Bill I’m a black man and have literally no struggles. Blm is a terror group that just wants to start riots,Non_hope_speech
5623,@Merle Zinck nNo offense but *choice,Non_hope_speech
5624,that would just be,Non_hope_speech
5625,Allerko Stone with their money think they could buy their own history,Non_hope_speech
5626,In the USA more unarmed WHITE MEN are killed by cops than unarmed BLACK MEN.,Non_hope_speech
5627,They’re all just saying this for a vote I think it is racist just to say black lives matter but to say all lives matter means that you care about everybody to say just black lives matter sounds like only black peoples lives matter and not white not Spanish not anybody else’s So to make it fair for everybody it’s all lives matter everybody’s life no matter what race,Non_hope_speech
5628,@FortyFore nQueer is the short and simple way of saying LGBTQIA+. If you're queer,Hope_speech
5629,It’s really amazing,Non_hope_speech
5630,She is not and never has been afraid to speak out against homophobia  because her herself us bisexual .,Hope_speech
5631,With all her riches Madonna is a sad,Non_hope_speech
5632,America was stolen from indigenous people,Non_hope_speech
5633,I am of mixed nationality dominated from a Hispanic culture that came from a nice middle class family but also got stuck in the low income system when I grew up. Depending on it changed me so much and brought me down to the core to the point where people thought I was a drug addict when I wasn't. But after being dependent on it for so long,Non_hope_speech
5634,No... No it's not.... All ways..is the right way... The only not right way is the mean way.,Non_hope_speech
5635,my dog baily Churchill was the Boris Johnson of his day. Not only did Churchill threaten to kill the starving miners of Tonypandy,Non_hope_speech
5636,@Plainsman Why should it be fascism to have teachers and professors leave their political views at home and teach - rather than indoctrinate?,Non_hope_speech
5637,Blue lives mightier protect the cops,Non_hope_speech
5638,Alllllll lives matter we all came from jesus Christ,Hope_speech
5639,Debbie I am glad you got through it nI myself am an chemical engineering student soon I am going to be in my final year and to be honest I soooo feel like I don't fit in nmy grades aren't that good nd ofc I don't have that good spatial skills and sometimes I look at my male classmates and think are we doing the same major?? And I am soo afraid that what am I going to do after my graduation nAll of these fears time and time build up and I feel like maybe I didn't pick the right major but hearing your experience was helpful thank you I will try not to give up,Hope_speech
5640,She turns it up to Maximum Volume???,Non_hope_speech
5641,That doesn’t mean she’s closeted,Non_hope_speech
5642,@Andrew21795 What's your opinion of Mohammed?,Non_hope_speech
5643,@Susan D Thank you that's what I've mentioned people try to rank sins when they are all equal,Non_hope_speech
5644,Can i pls talk to this man,Non_hope_speech
5645,@sadie power   the staple singers  were telling them back in 1971   nrespect yourself,Non_hope_speech
5646,Not if the one side is in massive meltdown over their loss of power,Non_hope_speech
5647,@Clarence Walder you know not my gender,Non_hope_speech
5648,I honestly think it should be changed to Black Lives Matter Too.  That acknowledges that All Lives Matter without diminishing the emphasis on  black lives.  It quiets,Non_hope_speech
5649,I will love you forever Madonna. <3  She seems more peaceful,Non_hope_speech
5650,All lives matter obviously. The BLM movement was created as a response to police brutality. People started the phrase “All lives matter” as a response to black lives matter in order to remove or dilute the movement,Non_hope_speech
5651,I also might be pan or a lesbian..I NEED HELP I wanna find outt,Non_hope_speech
5652,Way to use scare tactics to get people to vote blue. LMAO.nGet outta here you troll.,Non_hope_speech
5653,@Amit Kenan the fact that the wave will still happen,Non_hope_speech
5654,@Dirieh Ngongo that a lie,Non_hope_speech
5655,Yes...I love this officer!,Non_hope_speech
5656,Madonna always looks at her most bored when ppl try and have Oprah moments with her. This guy is another schmatlzer,Non_hope_speech
5657,She just had an emotional speech. This video was made directly after. She had been crying you know? Her speech made me cry. Listen to it.. the full speech !,Non_hope_speech
5658,@GTC that's Madonna not Whitney.,Non_hope_speech
5659,@victor maphosa The USA welcomes legal immigrants who are willing to work to attain the American dream.,Non_hope_speech
5660,The MSM have got lot to answer for.,Non_hope_speech
5661,Why have a statue of a slave trader in the first place?,Non_hope_speech
5662,Racist is like jealousy it's here to stay cheers,Non_hope_speech
5663,“I don’t agree That you’re a person...nope. Never”,Non_hope_speech
5664,what hapend to covid 19 ???,Non_hope_speech
5665,Subhashish Bagchi no bruh the news and everything is telling people that corona is 100x worst then it actually is,Non_hope_speech
5666,The largely minority Toronto police will be back in the parade and BLM will lie in the grave they've dug for themselves.,Non_hope_speech
5667,Blm screwing themselves 7min,Non_hope_speech
5668,I love Sheriff Brown. Sheriff Brown for President. F off Juan,Non_hope_speech
5669,neither get the blame it just get pushed to the white man,Non_hope_speech
5670,Amen all lives matter it happen to all colour matter,Non_hope_speech
5671,I think they should of said blacklivesmattertoo,Non_hope_speech
5672,Kenny M....n..... no political spin .nYou cannot be serious.!!!!!,Non_hope_speech
5673,Senator Sanders is for socialism? Let's suspend his US citizenship,Non_hope_speech
5674,@natalie bogle The only issue with racing this country is people convinced that there's a problem in making one and then the people that have nothing to say and they don't know what to do about life it gives them something to get rallied up and worked up about and then you get people that are antagonizers that know how to work people up like the organizers of that organization are admitted train Marxists they're trained to be able to rally people and get them worked up they admit it in videos figure that one out so it kind of like takes the narrative they created a narrative to push their agenda a false narrative to rally people to push this agenda,Non_hope_speech
5675,Y'all need to listen to Jackie Hill Perry,Non_hope_speech
5676,I guess this is a better start to getting us back to where we were before with children's toys. I just don't see the reason for toy company's to have gone that route in the first place? Or maybe our culture should stop genderizing professions. Though,Hope_speech
5677,my choice is to love,Hope_speech
5678,People boo whites lives matter. Its litterly racism but they dont see it Haha like what the hell. Honestly no lives matter lol,Non_hope_speech
5679,This made me tear up! (Hello from South Africa ) I hope you didn't give up.,Hope_speech
5680,Merlene Alt With all due respect,Non_hope_speech
5681,To many fillers,Non_hope_speech
5682,more like you upstanding hero of a little bean,Non_hope_speech
5683,I’ve loved Madonna for 25 years and she’s so far ahead of her time. She’s also a very very good marketer..,Non_hope_speech
5684,You're forgetting Martin Luther King,Non_hope_speech
5685,I can't believe you tube hasn't taken this down,Non_hope_speech
5686,Are you saying Men are discouraging Women?? I'd Like 2 Know...,Non_hope_speech
5687,These conservatives all cheered when we pulled down Sadam's statue...,Non_hope_speech
5688,@Jimmy The ClownGuy Ritchie was a dreadful hypocrite. He said he wasn't interested in her  money  but then Mr Machismo wanted a huge settlement when divorcing her. The final amount she had to pay him was approx 50-70million dollars.,Non_hope_speech
5689,BLM doesn't care about black lives. They are what they hate.,Non_hope_speech
5690,Only the Democrat ones,Non_hope_speech
5691,@thomas you're blissfully ignorant. We want equal rights. We would appreciate it very much if police officers wouldn't shoot us for no reason. White people are not our enemy nor are police officers. Racist assholes are now stop calling blm a hate group.,Non_hope_speech
5692,@Weird Ottoman dude ha ha ha ha plzs fact check before posting crap,Non_hope_speech
5693,LilyBella I’m asian and we need to be here for other minorities,Non_hope_speech
5694,I know right.,Non_hope_speech
5695,Why tf r dey teaching this to kids disgusting wtf dey don’t even kno there times tables 🤢🤢🤢,Non_hope_speech
5696,DT That’s just like saying “Send black people back to Africa”. Isn’t that a racist?,Non_hope_speech
5697,I liked that there was a kid that is religios and have some controversions ideas of gays. It was a very mature and respectful talk,Non_hope_speech
5698,All lives do not matter. Especially blm (as a movement) does not matter. In fact,Non_hope_speech
5699,dont support the news - we’re*. It’s less intimidating when the one making the threat is unable to formulate a grammatically correct sentence.,Non_hope_speech
5700,@BJGvideos It's not,Non_hope_speech
5701,@justice Q5 ' White people face police brutality too,Non_hope_speech
5702,@Borninthe WrongCentury enjoy your indoctrination,Non_hope_speech
5703,its soo backwards to think that you should be against homosexuality just because youre religious,Non_hope_speech
5704,I don’t understand why so many of the comments here are angry and saying these women’s anecdotal experiences are wrong. All the people saying these women are “complaining” are being ridiculous. They are not complaining,Non_hope_speech
5705,Barbara Danley our church has gone through some times,Non_hope_speech
5706,The democratic plantation really is worse than the plantation I grew up on.'nnRev. Jesse Lee Peterson.,Non_hope_speech
5707,We gotta start acknowledging the mass exportation of jobs to other countries (primarily Asia and India),Non_hope_speech
5708,Ok so before I write this comment I want to state I’m NOT RACIST and I heavily support #blacklivesmatter but this one thing needs to be addressed,Non_hope_speech
5709,Freakin Amen. I love that sheriff.,Non_hope_speech
5710,@Molly Rebekah Like I already said. That explains it....,Non_hope_speech
5711,@kris c Questioning other people's intelligence while worshipping a God who's existence has never been proven. Classic.,Non_hope_speech
5712,@Roger Melly thats because its there future more than ours,Non_hope_speech
5713,@Edward then who the hell made Adam and Eve,Non_hope_speech
5714,@mawairu nit doesnt mean the entire world is doing it,Non_hope_speech
5715,olivia x riggs hun clothes can’t be used to determine people’s sexuality,Non_hope_speech
5716,I hate you,Non_hope_speech
5717,Yeah it should be,Non_hope_speech
5718,Have you watched the video?,Non_hope_speech
5719,Wow this was so wholesome,Non_hope_speech
5720,@der Jakob fool. Youre next.nChina uses Pakistan as their pawns. Youre the elite's pawns.nDont ever forget,Non_hope_speech
5721,Sheriff is so attractive. He's an Alpha male.,Non_hope_speech
5722,Libreals have serious TDS black lives matter does not mean that and you know that but you’re just don’t like the word “black” that’s why you support the stupid “all lives matter” as an argument against black lives matter. And that’s a racist comment but you know what? the future will be better for us black people,Non_hope_speech
5723,They're whoring for votes,Non_hope_speech
5724,We are not in the time of the Nazis wtf is wrong with Amerika??!!,Non_hope_speech
5725,@UCcJ1GJwW-6qgQgOIKxBalEQ i know what it can mean but most people using the term 'allliveematter' are using it not as a protest but as a way for equality,Non_hope_speech
5726,whilst I agree with your sentiment the vast majority of people didn't own slaves back then.,Non_hope_speech
5727,Replace the statue of mugabe instead...,Non_hope_speech
5728,I heard from somewhere that they weren't planning on honoring the agreements made to get blm to move. Is this true?,Non_hope_speech
5729,Ayyy this guy knows whats up,Non_hope_speech
5730,“They’re whoring for votes” absolutely fantastic observation on the Democrats.,Non_hope_speech
5731,With so many people thinking that they are God's. If that were true than why don't they see that God looks at everyone with pure love and he filled our world with wonders that all people need to experience like the healing power's of all he created. If all lives matter than we will all prosper as it should be. When only one race matters it is doomed to fail because to actually be a true success all lives unite to combat what's wrong.,Hope_speech
5732,U guys are yelling that Annie is probably a lesbian...nnnnnnnnI swear for a sec it thought she was a boy🤣🤣🤣,Non_hope_speech
5733,Being a minority anything automatically means you have less influence,Non_hope_speech
5734,..is this funny,Non_hope_speech
5735,The democratis are basically saying that they don’t matter,Non_hope_speech
5736,Jim Byrne also I’ll check it later,Non_hope_speech
5737,@Ziggy Zolik I know you'll never respond to this but judging people shouldn't be illegal cause it's their opinions and you don't have to  agree but they shouldn't be silenced. Look I don't like it when people are judged and LGBTQ people deserve their rights but they shouldn't be this sensitive,Non_hope_speech
5738,@The Mandalorian What god are you trying to bless me with?  There's many gods.,Non_hope_speech
5739,*screams in the pantry*,Non_hope_speech
5740,I don't like applying the title of ''survivor'' to something you can't die from.,Non_hope_speech
5741,@michael bledsoe That doesn't mean the movement didn't change it's agenda over time,Non_hope_speech
5742,Crystal is going to do great things,Non_hope_speech
5743,What's the problem? Finding out a statue was of a slave trader????? Seems like someone is offended a racist is in the bottom of a canal.,Non_hope_speech
5744,i thought the kid in the red shirt was a dude,Non_hope_speech
5745,Scrible Spider I think you’re missing the point,Non_hope_speech
5746,Yes it's extremely disappointing.,Non_hope_speech
5747,Of course ALL LIVES MATTER!! But often Black peoples lives are relatively undervalued in the US! Saying Black Lives Matter is not saying that they’re more important then other lives,Non_hope_speech
5748,@Iain B then how do u explain the refund the police movement,Non_hope_speech
5749,Don't change because they don't like you.nChange because you want to.nn-(Don't really know if this is an origin quote..),Hope_speech
5750,You’re all a bunch of assholes,Non_hope_speech
5751,Slavery! the most heinous and disgusting crimes ever! We can't honour slave traders as heroes,Hope_speech
5752,White lives don't matter to them.,Non_hope_speech
5753,So Inspiring! I cried at the end of this,Non_hope_speech
5754,This was really great. I laughed,Non_hope_speech
5755,It's funny how the Police are always absent when these Hooligans  break the Law ! The Police in this Country have become Political !,Non_hope_speech
5756,Feminist do not want equalitynwomen already have equality in the westnwomen have more rights then menna women has all birth control rights while men have nonnwomen are always favored when a male is trying to get his children back when the wife is the abuser nwomen are always favored in society while no one gives a shit about men,Non_hope_speech
5757,@I Like Feeling Electric Yes. It's about power. And blaming everyone else for the poor outcomes that the American-born black underclass brings upon itself by not staying in school,Non_hope_speech
5758,Emily M They’re being treated as trophies to be used for others to virtue signal. They’re still expendable I agree but the vast majority of humanity are considered expendable to the small amount of elites anyways.,Non_hope_speech
5759,Several children have been killed this week,Non_hope_speech
5760,@Beaullah Lothbrok That's interesting because didn't Jesus hang out with the people considered immoral during his time  here?,Non_hope_speech
5761,They called him a survivor because sometimes people are killed or severely harmed within that “therapy”,Non_hope_speech
5762,Eric Whitemore  WHY,Non_hope_speech
5763,We were all made in God’s image. All lives matter!!!,Hope_speech
5764,@Sophia Salehi You are correct,Non_hope_speech
5765,Really? Skin everyone alive? Thats disgusting. The only real option is to blind everyone so that we are unable to see one each other's skin color.,Non_hope_speech
5766,@Creamage Aw. Mine are dead too,Non_hope_speech
5767,@Hai Huynh exactly I loose brain cells when reading the comment lol,Non_hope_speech
5768,Idek why its a discussion,Non_hope_speech
5769,Controlling the circumstance,Non_hope_speech
5770,All life is a gift from God,Hope_speech
5771,We are so lucky and fortunate to have someone so smart and so dedicated to us and the cause.,Hope_speech
5772,TheLegend27 Is Alive an opinion is rather or not you like coffee. You can’t have an opinion on another’s life. If your religion teaches you to hate someone for the way their DNA is wired,Non_hope_speech
5773,it's just a starburst background bubble.nnIf there was any connotation,Non_hope_speech
5774,Racism is an individual trait.  Dont impose racism to a certain group.  Obama won two times because of white votes. Just because a certain number of individual showed something wrong you can say that whole race is racist.,Hope_speech
5775,I'm starting my own movement called The Sky is Blue.,Non_hope_speech
5776,@Jack Parsons nNo it does not imply that. It does NOT say ONLY black lives matter,Non_hope_speech
5777,“I’m a very religious person. God gave us a choice and my choice is to love.” I love that kid,Non_hope_speech
5778,MLK believed that all lives matter. Oh yeah and he was replublican.,Non_hope_speech
5779,Abhijit Sarkar so what? Does that mean it won’t be necessary to pay it any attention?,Non_hope_speech
5780,this vid made me angry,Non_hope_speech
5781,Jessica Walker i don’t think religions disagree on how someone is born but ok,Non_hope_speech
5782,@Diego Fragoso wym you don't support homosexuality like we just don't exist?,Non_hope_speech
5783,or like ice cube said in the band body count and in his famous songnn “No lives Matter”,Non_hope_speech
5784,They slaves of all colours Europeans industrialised slavery and put in place laws to keep blacks in servitude,Non_hope_speech
5785,Isn't his step son and his daughter both Jewish...lol.,Non_hope_speech
5786,If you need this to make you work harder,Non_hope_speech
5787,I WASNT EVER AGRY . I BEEN CRYING THE LAST 2 DAYS . YOU CAN HAVE ANY AWARD . IT WAS THE HARVEY SETT,Non_hope_speech
5788,But about the Latino? Hmm?,Non_hope_speech
5789,In my Civil Engineering classes (Brazil ) fifty percent are woman,Hope_speech
5790,A great german singer wrote a Song about that  check it out on YouTube  Black lives Matter  Amadeus,Non_hope_speech
5791,Oh look another intolerant far right christian conservative. Keep believing in fairy tales.,Non_hope_speech
5792,Imagine if it was someone's birthday and people started singing happy birthday to said person and then someone interrupted and said,Non_hope_speech
5793,Okay. Let's say you're dying from breast cancer. You've got a shirt on saying something about supporting the cause. And I run up to you and say,Non_hope_speech
5794,@Faffa Yeah and so is the discrimination against orcs in Italy. Both are racist,Non_hope_speech
5795,She seems  sad and depressed.. Maybe she needs to accept the fact that everyone ages..,Non_hope_speech
5796,Why Clinton? He signed DOMA.,Non_hope_speech
5797,I do not know what’s worse,Non_hope_speech
5798,@la pi I'm a Communist. Lives Matter to those individuals in our lives but as a Society we are not obligated. I'm Voting TRUMP 2020!,Non_hope_speech
5799,really you coulden't find anything?nShows how much you fucking do your research,Non_hope_speech
5800,@S. Tagerius well thats something at least,Non_hope_speech
5801,How is that little worm,Non_hope_speech
5802,Ask Obama?  He started all this by catering to BLM!!,Non_hope_speech
5803,the store owner seeing this,Non_hope_speech
5804,Madonna is so awesome!,Non_hope_speech
5805,Exactly history is what shapes the modern world. Without it,Non_hope_speech
5806,I am so honored to be alive to see the world United once again against racism,Non_hope_speech
5807,Madonna is GOD!,Non_hope_speech
5808,There are more white targets out there.,Non_hope_speech
5809,Annie be the gayest one in the room,Non_hope_speech
5810,Utter baffoons... except All Lives Matter..,Non_hope_speech
5811,Well u can walk into most closets,Non_hope_speech
5812,Organic Love your comment rides on the premise that all publicity is good publicity — which I fundamentally disagree with. Many people’s careers have been dismantled by negative press. Given that,Non_hope_speech
5813,I want more videos like this,Non_hope_speech
5814,Connor Richie why does it matter to you ?,Non_hope_speech
5815,How about only Christian lives matter.nThat's what I think but I dont go around saying it because it would give Christians a bad name. Jesus wants everyone to worship him. I will never understand why anyone wouldn't.,Non_hope_speech
5816,do kids in the class rooms matter?  when they are shot by nAR 15 gun owning maniacs??  or that doesn't matter??,Non_hope_speech
5817,@Carola Lavin LMAO. im not clicking that link,Non_hope_speech
5818,Maybe replace it with a statue of Jimmy Savile to celebrate all the money he made for charity.,Non_hope_speech
5819,What does politics have to do with homophobia?,Non_hope_speech
5820,@bush bunyipnShhhh Not so loud,Non_hope_speech
5821,No lives matter. We are all just pieces of a game being played by players who will gladly sacrifice anybody to achieve their goals,Non_hope_speech
5822,In other words,Non_hope_speech
5823,@Quick Garde actions speak louder than words and unfortunately I'm not convinced by alm. it's literally just a statement used to dismiss blm. It doesn't help that the slogan originates from counterprotests that propose police brutality to not be an issue.,Non_hope_speech
5824,I am scared because the cops but I stab with the black lives matter protests,Non_hope_speech
5825,From four years ago. Saying All Lives Matter while true is a dodge. The former Milwaukee Sheriff is out of work for a reason.,Non_hope_speech
5826,This video is weird af,Non_hope_speech
5827,Even the most remote part of our places here when they see Madonna picture or hear her song you can see inspiration and it radiates from her.,Hope_speech
5828,whoring good stuff,Non_hope_speech
5829,america has the largest prison population on the planet and uses it for slave labor,Non_hope_speech
5830,Make up your minds people. Is it offensive or not to judge someone's sexuality based on on how they look?,Non_hope_speech
5831,Sheriffs are elected officials that answer to the voters police are bureaucrats they're not elected they don't have constitutional legal rights over a sheriff a sheriff is the only constitutional illegal law enforcement,Non_hope_speech
5832,She is now  she came out a few months back and I’m there for it,Hope_speech
5833,Maggie Paul how would you know? Please talk only for yourself,Non_hope_speech
5834,good for you! congrats to you and your fiance. I am also a catholic born person who turned out to be LGBT myself,Non_hope_speech
5835,There's always a way out and Madonna is just changing the world for the better!,Hope_speech
5836,I think that this conflict will expose the Tory Party for what it really is.,Non_hope_speech
5837,Isn’t it saying “black life matter” and others dont is inhuman,Non_hope_speech
5838,@C J All Attoms Matter,Non_hope_speech
5839,If somebody tells me he doesn't agree that I was born a straight woman,Non_hope_speech
5840,All this will do is push people towards the right and grow hatred towards the minority groups.,Non_hope_speech
5841,Arnold Dalby looool,Non_hope_speech
5842,I want to give that kid a hug omfg,Non_hope_speech
5843,What an inspiring talk - not just for engineers or aspiring engineers,Hope_speech
5844,@Glam Nails black people are in power,Non_hope_speech
5845,I have twenty years of construction and fabrication work.I've seen so many engineering mistakes(Male and female engineers),Hope_speech
5846,I'm shocked that PETA hasn't come out to clarify the chant for ...Fry like bacon referred to vegan veggie bacon.,Non_hope_speech
